Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness__1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Disease_Name,Disease_Category,Prevalence_Rate_(%),Incidence_Rate_(%),Mortality_Rate_(%),Age_Group,Gender,Population_Affected,Healthcare_Access_(%),Doctors_per_1000,Hospital_Beds_per_1000,Treatment_Type,Average_Treatment_Cost_(USD),Availability_of_Vaccines/Treatment,Recovery_Rate_(%),DALYs,Improvement_in_5_Years_(%),Per_Capita_Income_(USD),Education_Index,Urbanization_Rate_(%),age,sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca,thal,target
Argentina,2001,Developing,74.0,138.0,12,7.76,123.0128671,80.94046121593291,0,54.6,13,85.0,9.38,83.0,0.1,717.694674,3747159.0,1.2,1.1,0.771,15.6,Malaria,Cardiovascular,1.56,7.37,8.17,61+,Female,959038,82.65,1.12,1.58,Surgery,12307,Yes,89.35,2127,1.84,73968,0.67,82.94,63,0,1,140,195,0,1,179,0,0.0,2,2,2,1
Indonesia,2008,Developing,67.7,189.0,149,0.07,10.26341108,82.0,15369,21.3,181,83.0,2.81,77.0,0.2,216.52766,236159276.0,1.7,1.7,0.641,11.7,Hypertension,Bacterial,15.51,12.13,8.71,36-60,Male,122866,53.17,1.17,8.65,Vaccination,39545,No,52.43,3623,1.88,23774,0.66,74.5,56,0,1,140,294,0,0,153,0,1.3,1,0,2,1
Australia,2007,Developed,81.3,66.0,1,10.56,872.5986092,94.0,11,62.5,2,92.0,8.53,92.0,0.1,4991.98289,28276.0,0.7,0.6,0.918,19.0,Cholera,Neurological,2.66,3.48,6.82,36-60,Female,542193,72.62,4.8,2.63,Therapy,49976,No,64.63,3594,1.5,76437,0.44,43.18,56,1,3,120,193,0,0,162,0,1.9,1,0,3,1
Japan,2010,Developed,83.0,62.0,3,6.9,863.0061491,80.94046121593291,450,26.9,4,98.0,9.58,97.0,0.1,4457.67639,1287.0,1.9,1.6,0.879,15.1,Polio,Autoimmune,16.99,11.68,9.83,36-60,Female,254641,61.43,1.3,5.15,Therapy,13991,Yes,73.45,702,0.2,18064,0.74,76.87,44,0,2,108,141,0,1,175,0,0.6,1,0,2,1
Canada,2002,Developing,79.5,79.0,2,7.7,3895.856308,80.94046121593291,6,59.3,2,88.0,9.37,88.0,0.1,24167.8431,31362.0,0.5,0.4,0.872,15.8,Influenza,Respiratory,7.18,7.52,5.6,61+,Male,380153,56.65,3.42,4.36,Medication,38383,Yes,94.41,3485,0.79,71888,0.49,57.68,63,1,0,130,254,0,0,147,0,1.4,1,1,3,0
Germany,2011,Developed,85.0,74.0,2,11.2,869.790735,88.0,1607,6.4,3,94.0,1.93,95.0,0.1,4681.32796,8274983.0,1.1,1.1,0.912,16.8,Ebola,Infectious,11.49,7.03,2.7,36-60,Other,158204,58.73,2.53,1.9,Therapy,34417,Yes,69.18,1224,6.71,16832,0.52,82.76,40,1,0,152,223,0,1,181,0,0.0,2,0,3,0
South Africa,2008,Developing,55.3,473.0,50,8.19,780.0336423,76.0,39,45.7,75,77.0,7.75,79.0,23.5,5786.59972,49557573.3,8.9,1.7,0.616,12.9,Zika,Infectious,9.36,0.5,9.07,36-60,Male,923300,52.73,2.56,8.15,Vaccination,38345,No,92.83,755,6.12,7680,0.44,44.43,56,0,1,140,294,0,0,153,0,1.3,1,0,2,1
Canada,2002,Developing,79.5,79.0,2,7.7,3895.856308,80.94046121593291,6,59.3,2,88.0,9.37,88.0,0.1,24167.8431,31362.0,0.5,0.4,0.872,15.8,Measles,Chronic,2.39,10.11,9.9,36-60,Female,290994,94.37,1.31,9.5,Therapy,18864,No,77.74,2165,0.71,49102,0.58,83.49,40,1,0,110,167,0,0,114,1,2.0,1,0,3,0
Nigeria,2004,Developing,48.5,47.0,563,9.76,57.22555815,80.94046121593291,31521,18.8,907,43.0,4.33,33.0,5.4,648.815852,135393616.0,13.2,13.2,0.445,8.5,Dengue,Autoimmune,8.19,12.89,5.98,36-60,Female,197965,80.0,4.97,2.62,Vaccination,20524,Yes,81.62,986,3.79,16535,0.48,83.38,51,1,0,140,261,0,0,186,1,0.0,2,0,2,1
Italy,2013,Developed,82.3,58.0,2,7.35,483.1916844,96.0,0,62.6,2,96.0,9.22,96.0,0.1,3537.27441,6233948.0,0.5,0.6,0.876,16.5,Measles,Neurological,2.7,1.84,2.4,36-60,Female,853242,68.95,4.93,1.1,Medication,12476,No,87.33,1649,4.21,91902,0.47,25.01,53,0,2,128,216,0,0,115,0,0.0,2,0,0,1
France,2005,Developing,81.0,93.0,3,12.2,5451.701225,35.0,36,57.5,4,98.0,1.6,98.0,0.1,34879.72633,63179356.0,0.6,0.6,0.86,15.5,Tuberculosis,Metabolic,5.51,7.56,8.85,36-60,Male,481090,54.48,3.48,7.63,Therapy,13164,No,78.0,202,6.41,31676,0.62,46.56,39,1,2,140,321,0,0,182,0,0.0,2,0,2,1
India,2010,Developing,66.4,196.0,1200,2.77,57.73359864,38.0,31458,15.9,1600,76.0,4.28,79.0,0.2,1345.77153,12398691.0,27.0,27.8,0.569,10.4,Diabetes,Neurological,18.69,7.24,1.3,36-60,Other,611414,58.41,4.27,9.75,Medication,847,Yes,85.38,2572,5.18,93667,0.81,44.39,52,1,1,128,205,1,1,184,0,0.0,2,0,2,1
China,2010,Developing,75.0,92.0,231,5.75,5.660754839,99.0,38159,28.1,268,99.0,4.89,99.0,0.1,456.512487,133775.0,4.2,3.6,0.691,12.5,Rabies,Genetic,15.02,11.38,2.86,36-60,Other,432000,83.62,1.59,5.2,Vaccination,34129,No,57.6,2429,4.17,31302,0.46,82.51,51,0,2,120,295,0,0,157,0,0.6,2,0,2,1
France,2006,Developing,86.0,92.0,3,12.4,5689.991931,39.0,40,58.0,4,99.0,1.53,99.0,0.1,36544.5853,63621376.0,0.6,0.6,0.87,16.1,Alzheimer's Disease,Respiratory,11.38,10.14,4.97,61+,Male,992469,78.83,2.92,5.49,Therapy,49085,No,80.79,4928,5.47,68607,0.83,56.26,61,0,0,130,330,0,0,169,0,0.0,2,0,2,0
India,2011,Developing,66.8,193.0,1100,3.0,64.6059005,44.0,33634,16.4,1500,79.0,4.33,82.0,0.2,1461.671957,124723629.0,26.9,27.7,0.58,10.8,HIV/AIDS,Bacterial,12.85,3.31,3.36,61+,Other,3368,78.02,2.53,3.84,Vaccination,32769,Yes,74.28,61,3.49,22533,0.46,62.15,66,0,3,150,226,0,1,114,0,2.6,0,0,2,1
France,2004,Developing,82.0,94.0,3,13.18,5291.234786,35.0,4448,57.0,4,99.0,1.53,98.0,0.1,33874.74255,6274897.0,0.6,0.6,0.857,15.5,Ebola,Genetic,15.69,3.56,8.4,36-60,Male,168021,91.8,2.98,6.67,Vaccination,7019,Yes,84.3,4197,0.58,20775,0.5,63.4,58,1,0,150,270,0,0,111,1,0.8,2,0,3,0
Argentina,2003,Developing,74.1,137.0,11,7.62,57.58467352,73.0,0,55.7,13,95.0,8.22,96.0,0.1,333.4376,3839379.0,1.2,1.0,0.77,16.4,HIV/AIDS,Respiratory,11.11,11.39,3.18,36-60,Male,221562,70.8,3.46,1.6,Surgery,16330,Yes,78.06,424,0.25,13500,0.67,24.26,52,1,0,125,212,0,1,168,0,1.0,2,2,3,0
Italy,2007,Developed,81.3,63.0,2,8.37,5228.821581,97.0,321,59.4,2,97.0,8.48,97.0,0.1,37698.78573,5843831.0,0.5,0.5,0.862,16.1,Rabies,Chronic,4.87,2.61,0.34,36-60,Male,959719,99.92,4.03,8.8,Medication,20606,No,69.67,87,5.95,41866,0.5,81.48,58,1,2,132,224,0,0,173,0,3.2,2,2,3,0
China,2014,Developing,75.8,86.0,171,5.78,109.8743903,99.0,52628,31.9,198,99.0,5.55,99.0,0.1,7683.5238,136427.0,3.7,3.0,0.723,13.1,Ebola,Bacterial,7.09,3.45,7.49,36-60,Male,127267,86.25,0.73,8.71,Vaccination,32585,Yes,85.1,4108,8.55,57590,0.79,59.52,53,0,0,138,234,0,0,160,0,0.0,2,0,2,1
Italy,2010,Developed,81.8,6.0,2,6.95,5219.668802,96.0,372,61.0,2,96.0,9.42,96.0,0.1,35849.37364,59277417.0,0.5,0.5,0.869,16.4,Influenza,Respiratory,16.48,6.0,2.23,36-60,Other,191862,70.4,4.34,2.66,Surgery,46985,Yes,52.31,1131,6.44,89441,0.77,53.07,43,1,2,130,315,0,1,162,0,1.9,2,1,2,1
India,2005,Developing,64.4,211.0,1500,1.27,3.5096369,8.0,36711,13.5,2000,65.0,4.28,65.0,0.3,77.819,1144118674.0,27.2,28.1,0.526,9.4,Alzheimer's Disease,Chronic,18.26,1.88,2.31,36-60,Female,846358,97.76,4.57,3.28,Therapy,27707,Yes,96.9,294,0.92,93263,0.7,28.0,46,0,2,142,177,0,0,160,1,1.4,0,0,2,1
Australia,2001,Developed,79.9,75.0,1,9.53,3064.301144,94.0,141,59.0,2,91.0,8.18,92.0,0.1,19517.84168,19413.0,0.7,0.7,0.899,20.5,Rabies,Genetic,13.9,11.67,3.3,36-60,Female,959539,85.59,3.39,9.67,Medication,32995,No,82.3,4657,2.87,64306,0.49,45.09,51,1,2,125,245,1,0,166,0,2.4,1,0,2,1
Nigeria,2004,Developing,48.5,47.0,563,9.76,57.22555815,80.94046121593291,31521,18.8,907,43.0,4.33,33.0,5.4,648.815852,135393616.0,13.2,13.2,0.445,8.5,Measles,Chronic,13.7,9.26,1.81,61+,Male,867863,93.6,2.47,5.11,Surgery,20393,Yes,75.09,1399,2.39,26363,0.48,43.09,67,0,0,106,223,0,1,142,0,0.3,2,2,2,1
Brazil,2002,Developing,71.4,176.0,95,7.0,140.9824766,92.0,1,45.3,109,99.0,7.13,99.0,0.1,2819.649531,1815121.0,3.3,3.3,0.692,14.6,Dengue,Bacterial,7.01,10.51,1.11,36-60,Male,320595,86.8,0.95,9.9,Vaccination,36791,Yes,69.72,2198,1.01,11191,0.52,52.37,52,1,0,128,255,0,1,161,1,0.0,2,1,3,0
Saudi Arabia,2008,Developing,73.3,98.0,9,0.09,15.50666857,98.0,158,62.4,10,98.0,2.87,98.0,0.1,237.83234,12753375.120052494,7.2,7.3,0.779,12.8,Leprosy,Neurological,18.06,9.01,0.51,61+,Female,924483,88.68,3.35,2.13,Therapy,35665,No,58.55,3582,1.46,13295,0.63,72.99,63,1,0,130,254,0,0,147,0,1.4,1,1,3,0
Brazil,2015,Developing,75.0,142.0,42,4.602860787172012,0.0,96.0,214,56.1,47,98.0,5.9381895280236,96.0,0.1,8757.2622,2596218.0,2.7,2.6,0.754,15.2,Ebola,Metabolic,12.75,3.23,4.88,61+,Other,127760,53.37,2.43,1.31,Therapy,23774,No,86.06,4549,7.01,16952,0.42,45.44,64,0,2,140,313,0,1,133,0,0.2,2,0,3,1
Australia,2001,Developed,79.9,75.0,1,9.53,3064.301144,94.0,141,59.0,2,91.0,8.18,92.0,0.1,19517.84168,19413.0,0.7,0.7,0.899,20.5,Leprosy,Genetic,15.38,5.18,0.15,61+,Female,266062,92.34,4.15,6.73,Medication,44555,Yes,51.78,1465,2.8,91637,0.69,75.36,67,0,2,152,277,0,1,172,0,0.0,2,1,2,1
Saudi Arabia,2009,Developing,73.4,97.0,8,0.09,117.9227998,98.0,82,63.1,10,98.0,4.9,98.0,0.1,1694.2931,12753375.120052494,7.3,7.3,0.787,13.0,Tuberculosis,Infectious,15.18,5.85,4.92,36-60,Male,755418,91.76,2.14,6.7,Surgery,20468,Yes,85.76,900,6.15,69456,0.86,60.89,60,1,0,130,253,0,1,144,1,1.4,2,1,3,0
China,2006,Developing,74.2,98.0,307,3.28,29.74342979,91.0,99602,24.9,360,94.0,4.52,93.0,0.1,299.229676,13112.0,4.8,4.3,0.646,11.0,Dengue,Autoimmune,16.81,1.89,6.46,36-60,Other,633874,70.43,3.42,8.59,Surgery,4606,No,52.01,465,0.99,43941,0.73,75.58,43,1,0,110,211,0,1,161,0,0.0,2,0,3,1
Germany,2008,Developed,79.9,8.0,2,11.36,8285.264655,87.0,917,59.0,3,95.0,1.39,96.0,0.1,45699.19832,821197.0,1.1,1.1,0.903,16.6,Ebola,Chronic,3.59,7.21,5.81,61+,Other,598673,79.09,2.12,8.86,Vaccination,46290,Yes,54.91,3044,2.58,54282,0.4,59.68,64,0,2,140,313,0,1,133,0,0.2,2,0,3,1
France,2000,Developing,78.8,13.0,3,13.63,3410.284431,26.0,10000,54.6,4,98.0,9.77,97.0,0.1,22465.64184,6912498.0,0.7,0.6,0.844,15.7,Rabies,Infectious,14.92,8.66,8.58,36-60,Male,144840,63.46,0.6,1.15,Surgery,47123,Yes,50.29,2451,8.18,36465,0.42,20.95,58,1,1,120,284,0,0,160,0,1.8,1,0,2,0
Japan,2002,Developed,81.8,7.0,3,7.87,5250.249188,80.94046121593291,33812,22.9,5,89.0,7.85,96.0,0.1,32289.3554,127445.0,1.7,1.4,0.86,14.7,Tuberculosis,Infectious,7.55,6.81,5.72,61+,Male,500028,70.48,1.81,2.74,Medication,49018,Yes,74.84,2424,8.0,27006,0.64,33.48,65,1,0,120,177,0,1,140,0,0.4,2,0,3,1
Indonesia,2004,Developing,65.3,213.0,174,0.06,55.36107207,64.0,29171,18.2,237,79.0,2.37,71.0,0.1,1148.56996,223614649.0,1.9,1.9,0.624,11.0,Influenza,Metabolic,19.22,2.37,5.66,36-60,Other,883603,96.5,2.83,8.04,Surgery,34240,No,69.42,842,2.94,2215,0.85,46.17,47,1,0,110,275,0,0,118,1,1.0,1,1,2,0
Italy,2010,Developed,81.8,6.0,2,6.95,5219.668802,96.0,372,61.0,2,96.0,9.42,96.0,0.1,35849.37364,59277417.0,0.5,0.5,0.869,16.4,Measles,Genetic,0.67,12.03,3.83,61+,Male,947704,81.64,2.42,5.87,Medication,13438,No,74.62,613,0.04,51920,0.63,82.8,74,0,1,120,269,0,0,121,1,0.2,2,1,2,1
Australia,2004,Developed,86.0,69.0,1,9.84,588.568371,95.0,70,6.9,1,92.0,8.57,92.0,0.1,3472.37977,21274.0,0.7,0.6,0.908,20.7,Leprosy,Genetic,7.05,8.55,0.23,36-60,Other,735276,82.87,4.29,9.37,Vaccination,39847,No,98.09,2781,0.61,71820,0.67,84.58,52,1,3,152,298,1,1,178,0,1.2,1,0,3,1
Nigeria,2002,Developing,47.7,49.0,571,9.61,17.137754,80.94046121593291,42007,17.8,928,4.0,2.43,25.0,5.3,459.4572117,12866671.0,13.8,13.8,0.0,7.7,Alzheimer's Disease,Parasitic,14.85,7.37,4.59,61+,Male,841991,81.28,3.82,4.03,Therapy,14208,No,71.1,1518,5.0,58837,0.67,78.26,67,0,2,152,277,0,1,172,0,0.0,2,1,2,1
Nigeria,2005,Developing,49.2,4.0,556,9.71,6.416252787,18.0,110927,19.3,893,45.0,4.11,36.0,5.4,87.8938738,138939478.0,12.9,12.9,0.463,8.9,Zika,Parasitic,13.27,1.65,0.9,61+,Female,169385,60.81,1.47,2.12,Surgery,36156,Yes,77.52,4256,1.06,39178,0.59,55.56,67,1,0,120,237,0,1,71,0,1.0,1,0,2,0
Turkey,2005,Developing,72.4,129.0,30,1.29,832.9552058,85.0,6200,57.6,36,9.0,5.45,9.0,0.1,7384.354661,679346.0,5.0,4.9,0.681,11.9,Hepatitis,Chronic,1.29,3.71,3.81,36-60,Female,962730,88.89,2.22,8.02,Medication,14182,No,65.72,2916,9.96,70610,0.75,71.55,38,1,3,120,231,0,1,182,1,3.8,1,0,3,0
Nigeria,2013,Developing,53.2,367.0,498,8.3,194.2032879,46.0,52852,24.1,773,46.0,3.7,46.0,3.9,2996.96432,17182933.0,1.4,1.2,0.514,9.8,Rabies,Genetic,13.72,8.31,8.1,36-60,Male,809163,85.18,1.83,5.87,Therapy,21656,No,87.45,847,1.75,75796,0.83,89.45,52,1,0,112,230,0,1,160,0,0.0,2,1,2,0
China,2009,Developing,74.9,93.0,248,4.88,50.28348923,99.0,52461,27.3,288,99.0,5.8,99.0,0.1,3838.434292,133126.0,4.4,3.8,0.682,12.2,HIV/AIDS,Neurological,2.42,13.39,2.6,61+,Female,85751,54.56,2.14,5.41,Vaccination,26354,No,92.62,986,0.17,44123,0.42,35.08,76,0,2,140,197,0,2,116,0,1.1,1,0,2,1
Australia,2015,Developed,82.8,59.0,1,4.602860787172012,0.0,93.0,74,66.6,1,93.0,5.9381895280236,93.0,0.1,56554.3876,23789338.0,0.6,0.6,0.937,20.4,Diabetes,Metabolic,6.76,14.25,5.68,36-60,Female,960488,79.48,1.81,5.51,Therapy,15943,No,92.62,3773,2.02,28156,0.66,55.71,46,1,1,101,197,1,1,156,0,0.0,2,0,3,1
Canada,2009,Developing,81.0,72.0,2,8.4,864.94993,42.0,14,63.6,2,89.0,11.17,91.0,0.1,4773.45436,33628571.0,0.5,0.4,0.898,15.9,Cholera,Neurological,4.06,12.65,7.07,36-60,Male,754457,55.58,4.21,3.83,Surgery,28522,Yes,98.69,2283,8.77,32553,0.67,70.54,42,1,0,140,226,0,1,178,0,0.0,2,0,2,1
Australia,2014,Developed,82.7,6.0,1,9.71,10769.36305,91.0,340,66.1,1,92.0,9.42,92.0,0.1,62214.6912,2346694.0,0.6,0.6,0.936,20.4,Influenza,Parasitic,18.66,3.84,8.72,36-60,Female,505812,85.04,4.5,2.35,Vaccination,46617,Yes,96.58,3866,4.38,75412,0.56,80.8,56,1,3,120,193,0,0,162,0,1.9,1,0,3,1
Australia,2013,Developed,82.5,61.0,1,9.87,11734.85381,91.0,158,65.5,1,91.0,9.36,91.0,0.1,67792.3386,23117353.0,0.6,0.6,0.933,20.3,Measles,Genetic,12.2,1.82,7.79,36-60,Other,45357,70.66,3.37,3.82,Therapy,36752,No,92.54,647,6.71,38582,0.6,67.15,60,1,0,130,253,0,1,144,1,1.4,2,1,3,0
Argentina,2000,Developing,74.1,137.0,12,7.68,1349.025282,80.94046121593291,6,54.0,14,88.0,9.21,83.0,0.1,7669.273916,3757452.0,1.2,1.1,0.764,15.0,Malaria,Cardiovascular,6.32,5.42,3.63,36-60,Female,33461,68.95,0.6,1.19,Medication,11575,Yes,55.16,3987,5.53,32977,0.69,76.22,57,1,2,150,168,0,1,174,0,1.6,2,0,2,1
Mexico,2013,Developing,76.6,12.0,32,5.23,150.408875,82.0,0,62.1,37,83.0,6.3,83.0,0.1,1298.86766,122535969.0,1.6,1.5,0.753,12.9,Malaria,Neurological,11.96,8.77,5.56,36-60,Female,341051,99.83,2.62,1.04,Medication,30306,Yes,73.84,2469,2.79,67047,0.77,52.48,60,1,0,140,293,0,0,170,0,1.2,1,2,3,0
France,2009,Developing,81.1,88.0,3,11.8,6415.35735,51.0,1541,59.6,3,98.0,11.28,98.0,0.1,41631.13141,647744.0,0.6,0.6,0.879,16.0,HIV/AIDS,Viral,18.57,11.78,3.9,36-60,Other,81267,59.07,3.93,8.67,Vaccination,20396,Yes,72.41,3558,9.62,44310,0.77,79.43,43,1,0,132,247,1,0,143,1,0.1,1,4,3,0
China,2011,Developing,75.2,91.0,215,5.63,91.26749779,99.0,9943,29.0,251,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8,Measles,Cardiovascular,12.32,10.1,9.84,61+,Other,667563,60.0,2.45,2.09,Medication,43952,No,95.05,3427,3.08,61507,0.75,24.3,62,1,0,120,267,0,1,99,1,1.8,1,2,3,0
Germany,2006,Developed,79.6,84.0,3,11.76,6407.535954,87.0,2307,58.0,3,94.0,1.34,96.0,0.1,36447.87232,82376451.0,1.1,1.1,0.892,16.5,Zika,Genetic,14.48,10.39,3.81,36-60,Other,633404,69.01,4.65,4.4,Vaccination,36469,No,87.24,1999,7.96,85526,0.85,32.77,52,1,1,120,325,0,1,172,0,0.2,2,0,2,1
China,2015,Developing,76.1,85.0,157,4.602860787172012,0.0,99.0,42361,32.9,183,99.0,5.9381895280236,99.0,0.1,869.211938,137122.0,3.6,2.9,0.734,13.5,Zika,Genetic,16.75,9.89,7.44,36-60,Female,561242,62.85,3.68,3.01,Surgery,24137,No,52.88,2382,8.45,85650,0.87,80.11,40,1,0,152,223,0,1,181,0,0.0,2,0,3,0
South Africa,2014,Developing,62.0,347.0,42,7.38,922.0507313,8.0,66,5.3,52,77.0,8.8,77.0,3.7,6479.625659,54146734.74,4.9,5.9,0.66,13.0,HIV/AIDS,Genetic,18.2,12.09,6.34,36-60,Male,532854,91.66,3.14,2.78,Medication,16950,Yes,58.1,3613,2.46,12407,0.46,58.95,56,0,0,134,409,0,0,150,1,1.9,1,2,3,0
Germany,2009,Developed,80.0,79.0,2,11.22,7641.270645,88.0,574,59.5,3,95.0,11.4,96.0,0.1,41732.7725,819237.0,1.1,1.1,0.906,16.7,Cholera,Genetic,11.88,7.38,1.89,19-35,Other,637968,71.53,2.74,6.4,Therapy,32334,No,51.96,2957,1.72,93457,0.57,84.86,35,0,0,138,183,0,1,182,0,1.4,2,0,2,1
Australia,2011,Developed,82.0,63.0,1,10.3,10986.26527,92.0,190,64.4,1,92.0,9.2,92.0,0.1,62245.129,223424.0,0.6,0.6,0.927,19.8,Influenza,Viral,2.4,11.53,0.49,36-60,Female,207028,60.05,3.37,5.98,Vaccination,36788,No,67.15,3594,5.01,40669,0.7,68.71,57,1,0,140,192,0,1,148,0,0.4,1,0,1,1
Australia,2013,Developed,82.5,61.0,1,9.87,11734.85381,91.0,158,65.5,1,91.0,9.36,91.0,0.1,67792.3386,23117353.0,0.6,0.6,0.933,20.3,Asthma,Genetic,4.4,9.43,4.96,36-60,Female,75259,88.0,3.35,9.31,Vaccination,13314,No,85.16,4560,9.71,81058,0.64,87.32,39,1,0,118,219,0,1,140,0,1.2,1,0,3,0
India,2006,Developing,64.8,28.0,1500,1.37,34.85942671,6.0,64185,13.9,2000,66.0,4.25,65.0,0.3,792.259698,1161977719.0,27.1,28.0,0.536,9.7,Polio,Respiratory,0.21,13.21,1.38,36-60,Other,990601,56.51,1.0,7.11,Medication,20710,Yes,79.1,1894,9.06,39570,0.46,31.03,56,1,3,120,193,0,0,162,0,1.9,1,0,3,1
Brazil,2014,Developing,74.8,144.0,44,7.32,83.16465362,96.0,876,55.3,49,96.0,8.32,93.0,0.1,1226.61731,24213133.0,2.7,2.7,0.747,15.2,Influenza,Neurological,7.27,11.24,4.19,36-60,Female,713865,63.53,2.87,4.83,Medication,6685,No,82.78,4862,3.5,63830,0.57,57.65,56,1,1,130,221,0,0,163,0,0.0,2,0,3,1
China,2009,Developing,74.9,93.0,248,4.88,50.28348923,99.0,52461,27.3,288,99.0,5.8,99.0,0.1,3838.434292,133126.0,4.4,3.8,0.682,12.2,Cancer,Viral,19.73,3.19,0.44,36-60,Female,214922,58.71,4.91,5.93,Therapy,26692,No,55.69,3508,6.4,23232,0.84,43.71,45,1,1,128,308,0,0,170,0,0.0,2,0,2,1
Indonesia,2002,Developing,66.7,189.0,177,0.05,43.17867291,63.0,14492,16.7,222,8.0,2.27,7.0,0.1,899.5556857,2175859.0,11.0,11.1,0.608,10.6,Zika,Viral,7.82,3.04,0.21,36-60,Male,262547,90.24,2.35,3.02,Surgery,4527,No,64.41,3913,6.99,68151,0.62,21.28,39,0,2,94,199,0,1,179,0,0.0,2,0,2,1
Australia,2010,Developed,81.9,64.0,1,10.52,8875.786493,92.0,70,63.9,1,92.0,9.2,92.0,0.1,51874.848,223175.0,0.7,0.6,0.927,19.5,Ebola,Infectious,9.37,12.31,8.82,36-60,Female,427239,63.89,4.51,9.71,Therapy,45717,Yes,68.15,4947,3.5,74338,0.51,53.09,42,1,0,136,315,0,1,125,1,1.8,1,0,1,0
Argentina,2009,Developing,75.6,126.0,10,8.33,1398.042623,94.0,3,59.2,11,97.0,7.63,94.0,0.1,8161.36966,479947.0,1.0,0.9,0.794,16.5,Cancer,Viral,7.78,2.97,9.74,61+,Other,64561,69.64,4.35,7.22,Vaccination,37725,Yes,75.78,3298,2.84,8577,0.83,62.55,63,0,1,140,195,0,1,179,0,0.0,2,2,2,1
France,2012,Developing,81.5,83.0,3,11.5,751.3793553,78.0,0,61.1,3,99.0,11.44,99.0,0.1,4838.2444,6565979.0,0.6,0.6,0.885,16.1,Parkinson's Disease,Neurological,17.26,8.34,5.82,36-60,Male,978495,63.35,1.5,3.54,Therapy,25677,Yes,61.43,4894,4.61,20941,0.68,77.4,51,0,0,130,305,0,1,142,1,1.2,1,0,3,0
South Africa,2010,Developing,58.0,428.0,43,7.28,1038.885632,71.0,12499,47.2,62,72.0,8.5,72.0,11.0,7362.76139,5979432.36,7.3,8.9,0.63,12.8,Zika,Cardiovascular,17.65,7.71,9.04,36-60,Male,81181,51.68,4.58,4.07,Therapy,45464,Yes,95.93,969,4.47,82478,0.44,28.8,41,0,1,130,204,0,0,172,0,1.4,2,0,2,1
Brazil,2007,Developing,73.3,159.0,65,7.19,394.9321299,99.0,0,49.4,73,99.0,8.28,99.0,0.1,7313.557962,19126637.0,3.1,3.0,0.7,13.5,HIV/AIDS,Metabolic,10.43,4.61,3.75,36-60,Male,882147,80.5,2.39,8.98,Vaccination,39371,No,70.43,495,3.37,48608,0.79,82.71,58,1,0,146,218,0,1,105,0,2.0,1,1,3,0
Argentina,2015,Developing,76.3,116.0,8,4.602860787172012,0.0,94.0,0,62.8,9,93.0,5.9381895280236,94.0,0.1,13467.1236,43417765.0,1.0,0.9,0.826,17.3,Rabies,Viral,2.3,7.95,8.28,61+,Male,64049,96.81,2.94,8.13,Surgery,37070,Yes,81.01,1793,7.95,40549,0.55,81.96,66,0,3,150,226,0,1,114,0,2.6,0,0,2,1
South Africa,2013,Developing,69.0,371.0,43,7.34,978.5905287,7.0,25,49.5,54,73.0,8.78,73.0,4.5,6876.953821,53311955.61,5.4,6.5,0.652,12.8,Cholera,Infectious,6.84,1.39,3.47,36-60,Male,522491,98.32,3.51,8.49,Therapy,34411,No,79.88,42,7.54,73773,0.6,39.49,57,0,0,128,303,0,0,159,0,0.0,2,1,2,1
Italy,2010,Developed,81.8,6.0,2,6.95,5219.668802,96.0,372,61.0,2,96.0,9.42,96.0,0.1,35849.37364,59277417.0,0.5,0.5,0.869,16.4,Dengue,Infectious,6.19,3.99,3.32,36-60,Other,427146,94.36,3.5,2.23,Vaccination,21352,Yes,90.86,1889,9.24,61438,0.77,29.34,56,1,0,130,283,1,0,103,1,1.6,0,0,3,0
Saudi Arabia,2014,Developing,74.4,88.0,7,0.09,2017.643131,98.0,154,67.3,9,98.0,4.68,98.0,0.1,24575.434,12753375.120052494,7.7,7.5,0.841,15.8,Asthma,Genetic,7.68,7.98,4.42,36-60,Male,576307,50.74,3.66,9.44,Medication,36905,Yes,86.7,4659,8.18,25149,0.43,65.81,58,1,0,128,259,0,0,130,1,3.0,1,2,3,0
Australia,2006,Developed,81.2,66.0,1,10.31,6187.062017,95.0,0,62.0,2,92.0,8.49,92.0,0.1,36118.28381,26979.0,0.7,0.6,0.915,20.3,Hepatitis,Viral,1.95,3.14,5.42,61+,Male,646341,97.29,2.4,4.62,Medication,32513,No,69.41,195,3.19,1957,0.47,29.54,67,1,0,160,286,0,0,108,1,1.5,1,3,2,0
South Africa,2009,Developing,56.5,449.0,46,7.6,782.5987144,74.0,5857,46.4,70,75.0,8.39,76.0,19.0,5888.6284,5255813.11,8.1,9.8,0.622,12.8,Alzheimer's Disease,Neurological,10.59,1.34,3.71,36-60,Male,766898,82.88,3.23,4.15,Therapy,15906,Yes,80.51,1846,5.21,91433,0.65,38.87,52,1,0,108,233,1,1,147,0,0.1,2,3,3,1
